geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-102.487474 43.186406),Oglala Lakota County,Oglala Lakota County,All ages,County,Oglala Lakota County,Oglala Lakota County,3.1,0.2863070539419087
POINT (-88.192241 38.089959),White County,White County,All ages,County,White County,White County,3.1,0.2863070539419087
POINT (-88.536395 37.754786),Saline County,Saline County,All ages,County,Saline County,Saline County,3.1,0.2863070539419087
POINT (-115.993695 43.899702),Boise County,Boise County,All ages,County,Boise County,Boise County,3.09,0.2821576763485476
POINT (-97.149128 38.881314),Dickinson County,Dickinson County,All ages,County,Dickinson County,Dickinson County,3.09,0.2821576763485476
POINT (-80.645219 34.259654),Kershaw County,Kershaw County,All ages,County,Kershaw County,Kershaw County,3.09,0.2821576763485476
POINT (-119.795493 39.535558),Washoe County,Washoe County,All ages,County,Washoe County,Washoe County,3.09,0.2821576763485476
POINT (-81.119727 34.702761),Chester County,Chester County,All ages,County,Chester County,Chester County,3.09,0.2821576763485476
POINT (-97.864151 28.856195),Karnes County,Karnes County,All ages,County,Karnes County,Karnes County,3.09,0.2821576763485476
POINT (-86.831859 34.162362),Cullman County,Cullman County,All ages,County,Cullman County,Cullman County,3.09,0.2821576763485476
POINT (-81.998447 33.101987),Burke County,Burke County,All ages,County,Burke County,Burke County,3.09,0.2821576763485476
POINT (-88.01381 45.833651),Dickinson County,Dickinson County,All ages,County,Dickinson County,Dickinson County,3.09,0.2821576763485476
POINT (-99.781286 47.676761),Wells County,Wells County,All ages,County,Wells County,Wells County,3.09,0.2821576763485476
POINT (-84.002286 34.874243),Union County,Union County,All ages,County,Union County,Union County,3.09,0.2821576763485476
POINT (-84.42886 31.772157),Terrell County,Terrell County,All ages,County,Terrell County,Terrell County,3.09,0.2821576763485476
POINT (-89.802799 33.768122),Grenada County,Grenada County,All ages,County,Grenada County,Grenada County,3.09,0.2821576763485476
POINT (-85.948647 31.787277),Pike County,Pike County,All ages,County,Pike County,Pike County,3.08,0.2780082987551867
POINT (-79.409643 36.772086),Pittsylvania County,Pittsylvania County,All ages,County,Pittsylvania County,Pittsylvania County,3.08,0.2780082987551867
POINT (-107.740412 32.217487),Luna County,Luna County,All ages,County,Luna County,Luna County,3.08,0.2780082987551867
POINT (-90.722239 29.592812),Terrebonne Parish,Terrebonne Parish,All ages,County,Terrebonne Parish,Terrebonne Parish,3.08,0.2780082987551867
POINT (-122.734609 38.973362),Lake County,Lake County,All ages,County,Lake County,Lake County,3.08,0.2780082987551867
POINT (-67.464919 44.863591),Washington County,Washington County,All ages,County,Washington County,Washington County,3.08,0.2780082987551867
POINT (-101.053756 39.807807),Rawlins County,Rawlins County,All ages,County,Rawlins County,Rawlins County,3.08,0.2780082987551867
POINT (-75.641008 37.784132),Accomack County,Accomack County,All ages,County,Accomack County,Accomack County,3.08,0.2780082987551867
POINT (-109.762794 48.515786),Hill County,Hill County,All ages,County,Hill County,Hill County,3.08,0.2780082987551867
POINT (-82.446275 39.522194),Hocking County,Hocking County,All ages,County,Hocking County,Hocking County,3.08,0.2780082987551867
POINT (-83.816526 36.243267),Union County,Union County,All ages,County,Union County,Union County,3.08,0.2780082987551867
POINT (-108.1098303529 43.235541343),Wyoming,Wyoming,All ages,State,Wyoming,Wyoming,3.07,0.2738589211618256
POINT (-82.292339 35.910155),Yancey County,Yancey County,All ages,County,Yancey County,Yancey County,3.07,0.2738589211618256
POINT (-84.331546 30.185525),Wakulla County,Wakulla County,All ages,County,Wakulla County,Wakulla County,3.07,0.2738589211618256
POINT (-85.497004 34.882709),Dade County,Dade County,All ages,County,Dade County,Dade County,3.07,0.2738589211618256
POINT (-97.860351 42.965559),Bon Homme County,Bon Homme County,All ages,County,Bon Homme County,Bon Homme County,3.07,0.2738589211618256
POINT (-78.229195 34.03637),Brunswick County,Brunswick County,All ages,County,Brunswick County,Brunswick County,3.07,0.2738589211618256
POINT (-84.180288 36.082029),Anderson County,Anderson County,All ages,County,Anderson County,Anderson County,3.07,0.2738589211618256
POINT (-93.081852 34.505811),Garland County,Garland County,All ages,County,Garland County,Garland County,3.07,0.2738589211618256
POINT (-86.864293 37.465058),Ohio County,Ohio County,All ages,County,Ohio County,Ohio County,3.07,0.2738589211618256
POINT (-123.76763 46.991374),Grays Harbor County,Grays Harbor County,All ages,County,Grays Harbor County,Grays Harbor County,3.07,0.2738589211618256
POINT (-88.660684 30.44437),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,3.06,0.26970954356846466
POINT (-87.063974 36.269635),Cheatham County,Cheatham County,All ages,County,Cheatham County,Cheatham County,3.06,0.26970954356846466
POINT (-107.673989 37.804646),San Juan County,San Juan County,All ages,County,San Juan County,San Juan County,3.06,0.26970954356846466
POINT (-87.390988 39.103093),Sullivan County,Sullivan County,All ages,County,Sullivan County,Sullivan County,3.06,0.26970954356846466
POINT (-117.745055 41.034176),Humboldt County,Humboldt County,All ages,County,Humboldt County,Humboldt County,3.06,0.26970954356846466
POINT (-82.540347 40.762374),Richland County,Richland County,All ages,County,Richland County,Richland County,3.06,0.26970954356846466
POINT (-84.246611 38.202978),Bourbon County,Bourbon County,All ages,County,Bourbon County,Bourbon County,3.06,0.26970954356846466
POINT (-82.10024 39.345128),Athens County,Athens County,All ages,County,Athens County,Athens County,3.06,0.26970954356846466
POINT (-81.635079 30.814165),Camden County,Camden County,All ages,County,Camden County,Camden County,3.06,0.26970954356846466
POINT (-99.337039 31.150738),McCulloch County,McCulloch County,All ages,County,McCulloch County,McCulloch County,3.06,0.26970954356846466
POINT (-76.208134 35.43421),Hyde County,Hyde County,All ages,County,Hyde County,Hyde County,3.05,0.26556016597510357
POINT (-98.051218 37.215092),Harper County,Harper County,All ages,County,Harper County,Harper County,3.05,0.26556016597510357
POINT (-102.398893 42.699305),Sheridan County,Sheridan County,All ages,County,Sheridan County,Sheridan County,3.05,0.26556016597510357
POINT (-149.421961 61.611281),Matanuska-Susitna Borough,Matanuska-Susitna Borough,All ages,County,Matanuska-Susitna Borough,Matanuska-Susitna Borough,3.05,0.26556016597510357
POINT (-83.88273 44.044496),Arenac County,Arenac County,All ages,County,Arenac County,Arenac County,3.05,0.26556016597510357
POINT (-93.330251 37.910659),Hickory County,Hickory County,All ages,County,Hickory County,Hickory County,3.05,0.26556016597510357
POINT (-88.581585 40.007008),Piatt County,Piatt County,All ages,County,Piatt County,Piatt County,3.05,0.26556016597510357
POINT (-88.290573 37.478453),Hardin County,Hardin County,All ages,County,Hardin County,Hardin County,3.05,0.26556016597510357
POINT (-85.433692 38.758956),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,3.04,0.2614107883817427
POINT (-101.786034 43.208288),Bennett County,Bennett County,All ages,County,Bennett County,Bennett County,3.04,0.2614107883817427
POINT (-92.507085 38.247837),Miller County,Miller County,All ages,County,Miller County,Miller County,3.04,0.2614107883817427
POINT (-117.067274 46.388456),Asotin County,Asotin County,All ages,County,Asotin County,Asotin County,3.04,0.2614107883817427
POINT (-112.355721 43.217372),Bingham County,Bingham County,All ages,County,Bingham County,Bingham County,3.04,0.2614107883817427
POINT (-89.472099 38.587753),Clinton County,Clinton County,All ages,County,Clinton County,Clinton County,3.04,0.2614107883817427
POINT (-100.616419 36.818228),Beaver County,Beaver County,All ages,County,Beaver County,Beaver County,3.04,0.2614107883817427
POINT (-80.827613 38.924402),Gilmer County,Gilmer County,All ages,County,Gilmer County,Gilmer County,3.04,0.2614107883817427
POINT (-96.594951 28.961331),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,3.04,0.2614107883817427
POINT (-114.120003 47.601938),Lake County,Lake County,All ages,County,Lake County,Lake County,3.03,0.2572614107883816
POINT (-118.952064 45.798618),Umatilla County,Umatilla County,All ages,County,Umatilla County,Umatilla County,3.03,0.2572614107883816
POINT (-94.41138 36.921798),Newton County,Newton County,All ages,County,Newton County,Newton County,3.03,0.2572614107883816
POINT (-85.293376 34.83654),Walker County,Walker County,All ages,County,Walker County,Walker County,3.03,0.2572614107883816
POINT (-76.867196 37.118648),Surry County,Surry County,All ages,County,Surry County,Surry County,3.02,0.2531120331950207
POINT (-113.86153 45.127412),Lemhi County,Lemhi County,All ages,County,Lemhi County,Lemhi County,3.02,0.2531120331950207
POINT (-81.050672 40.308636),Harrison County,Harrison County,All ages,County,Harrison County,Harrison County,3.02,0.2531120331950207
POINT (-82.795365 40.518848),Morrow County,Morrow County,All ages,County,Morrow County,Morrow County,3.02,0.2531120331950207
POINT (-135.559897 59.264125),Haines Borough,Haines Borough,All ages,County,Haines Borough,Haines Borough,3.02,0.2531120331950207
POINT (-95.968855 30.021425),Waller County,Waller County,All ages,County,Waller County,Waller County,3.02,0.2531120331950207
POINT (-94.340355 37.835598),Vernon County,Vernon County,All ages,County,Vernon County,Vernon County,3.02,0.2531120331950207
POINT (-99.423304 31.808605),Coleman County,Coleman County,All ages,County,Coleman County,Coleman County,3.02,0.2531120331950207
POINT (-89.505319 39.198961),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,3.02,0.2531120331950207
POINT (-76.560044 42.93537),Cayuga County,Cayuga County,All ages,County,Cayuga County,Cayuga County,3.02,0.2531120331950207
POINT (-83.217933 42.33261),Wayne County,Wayne County,All ages,County,Wayne County,Wayne County,3.02,0.2531120331950207
POINT (-90.737207 30.020769),St. James Parish,St. James Parish,All ages,County,St. James Parish,St. James Parish,3.02,0.2531120331950207
POINT (-81.156574 35.275594),Gaston County,Gaston County,All ages,County,Gaston County,Gaston County,3.02,0.2531120331950207
POINT (-106.728697 32.247294),Dona Ana County,Dona Ana County,All ages,County,Dona Ana County,Dona Ana County,3.01,0.2489626556016596
POINT (-80.767571 41.795339),Ashtabula County,Ashtabula County,All ages,County,Ashtabula County,Ashtabula County,3.01,0.2489626556016596
POINT (-131.678527 55.367858),Ketchikan Gateway Borough,Ketchikan Gateway Borough,All ages,County,Ketchikan Gateway Borough,Ketchikan Gateway Borough,3.01,0.2489626556016596
POINT (-85.655385 38.022943),Bullitt County,Bullitt County,All ages,County,Bullitt County,Bullitt County,3.01,0.2489626556016596
POINT (-77.931323 35.726988),Wilson County,Wilson County,All ages,County,Wilson County,Wilson County,3.01,0.2489626556016596
POINT (-85.218379 39.159402),Ripley County,Ripley County,All ages,County,Ripley County,Ripley County,3.01,0.2489626556016596
POINT (-81.04537120699 33.998821303),South Carolina,South Carolina,All ages,State,South Carolina,South Carolina,3.01,0.2489626556016596
POINT (-78.223294 43.248317),Orleans County,Orleans County,All ages,County,Orleans County,Orleans County,3.01,0.2489626556016596
POINT (-103.617388 30.217438),Brewster County,Brewster County,All ages,County,Brewster County,Brewster County,3.01,0.2489626556016596
POINT (-97.883789 36.398165),Garfield County,Garfield County,All ages,County,Garfield County,Garfield County,3.01,0.2489626556016596
POINT (-120.623989 37.281016),Merced County,Merced County,All ages,County,Merced County,Merced County,3.0,0.2448132780082987
POINT (-112.696186 45.221056),Beaverhead County,Beaverhead County,All ages,County,Beaverhead County,Beaverhead County,3.0,0.2448132780082987
POINT (-85.044673 33.622193),Carroll County,Carroll County,All ages,County,Carroll County,Carroll County,3.0,0.2448132780082987
POINT (-74.343088 42.933549),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,3.0,0.2448132780082987
POINT (-82.123367 29.140116),Marion County,Marion County,All ages,County,Marion County,Marion County,3.0,0.2448132780082987
POINT (-84.182232 37.986825),Clark County,Clark County,All ages,County,Clark County,Clark County,3.0,0.2448132780082987
POINT (-97.592082 31.084262),Bell County,Bell County,All ages,County,Bell County,Bell County,3.0,0.2448132780082987
POINT (-99.335932 34.653404),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,3.0,0.2448132780082987
POINT (-81.920292 33.722044),Edgefield County,Edgefield County,All ages,County,Edgefield County,Edgefield County,3.0,0.2448132780082987
POINT (-94.479157 41.344629),Adair County,Adair County,All ages,County,Adair County,Adair County,3.0,0.2448132780082987
POINT (-84.524136 35.882073),Roane County,Roane County,All ages,County,Roane County,Roane County,3.0,0.2448132780082987
POINT (-86.170445 36.393982),Trousdale County,Trousdale County,All ages,County,Trousdale County,Trousdale County,3.0,0.2448132780082987
POINT (-103.514809 43.388192),Fall River County,Fall River County,All ages,County,Fall River County,Fall River County,3.0,0.2448132780082987
POINT (-92.311659 34.773719),Pulaski County,Pulaski County,All ages,County,Pulaski County,Pulaski County,3.0,0.2448132780082987
POINT (-100.844201 31.266676),Irion County,Irion County,All ages,County,Irion County,Irion County,2.99,0.24066390041493776
POINT (-83.14492 33.916594),Oglethorpe County,Oglethorpe County,All ages,County,Oglethorpe County,Oglethorpe County,2.99,0.24066390041493776
POINT (-84.949811 39.842737),Wayne County,Wayne County,All ages,County,Wayne County,Wayne County,2.99,0.24066390041493776
POINT (-92.907363 37.263337),Webster County,Webster County,All ages,County,Webster County,Webster County,2.99,0.24066390041493776
POINT (-75.570326 42.481195),Chenango County,Chenango County,All ages,County,Chenango County,Chenango County,2.99,0.24066390041493776
POINT (-98.228806 32.206569),Erath County,Erath County,All ages,County,Erath County,Erath County,2.99,0.24066390041493776
POINT (-121.707635 39.669037),Butte County,Butte County,All ages,County,Butte County,Butte County,2.99,0.24066390041493776
POINT (-95.833094 32.57797),Van Zandt County,Van Zandt County,All ages,County,Van Zandt County,Van Zandt County,2.99,0.24066390041493776
POINT (-85.391221 31.20455),Houston County,Houston County,All ages,County,Houston County,Houston County,2.99,0.24066390041493776
POINT (-92.749496 38.072828),Camden County,Camden County,All ages,County,Camden County,Camden County,2.99,0.24066390041493776
POINT (-82.128192 29.953429),Bradford County,Bradford County,All ages,County,Bradford County,Bradford County,2.99,0.24066390041493776
POINT (-85.52719 41.888048),St. Joseph County,St. Joseph County,All ages,County,St. Joseph County,St. Joseph County,2.99,0.24066390041493776
POINT (-77.210307 36.972121),Sussex County,Sussex County,All ages,County,Sussex County,Sussex County,2.98,0.23651452282157667
POINT (-80.353183 27.338067),St. Lucie County,St. Lucie County,All ages,County,St. Lucie County,St. Lucie County,2.98,0.23651452282157667
POINT (-77.466976 37.53579),Richmond city,Richmond city,All ages,County,Richmond city,Richmond city,2.98,0.23651452282157667
POINT (-78.940096 33.786228),Horry County,Horry County,All ages,County,Horry County,Horry County,2.98,0.23651452282157667
POINT (-86.132811 37.934298),Meade County,Meade County,All ages,County,Meade County,Meade County,2.98,0.23651452282157667
POINT (-77.988459 35.370731),Wayne County,Wayne County,All ages,County,Wayne County,Wayne County,2.98,0.23651452282157667
POINT (-100.354171 36.387589),Lipscomb County,Lipscomb County,All ages,County,Lipscomb County,Lipscomb County,2.98,0.23651452282157667
POINT (-89.361505 40.140775),Logan County,Logan County,All ages,County,Logan County,Logan County,2.98,0.23651452282157667
POINT (-94.438797 40.482258),Worth County,Worth County,All ages,County,Worth County,Worth County,2.98,0.23651452282157667
POINT (-102.3858 31.864941),Ector County,Ector County,All ages,County,Ector County,Ector County,2.98,0.23651452282157667
POINT (-81.126449 32.036008),Chatham County,Chatham County,All ages,County,Chatham County,Chatham County,2.98,0.23651452282157667
POINT (-119.755928 38.956913),Douglas County,Douglas County,All ages,County,Douglas County,Douglas County,2.98,0.23651452282157667
POINT (-87.066378 45.802381),Delta County,Delta County,All ages,County,Delta County,Delta County,2.98,0.23651452282157667
POINT (-77.329618 40.571523),Juniata County,Juniata County,All ages,County,Juniata County,Juniata County,2.98,0.23651452282157667
POINT (-78.583174 41.865308),McKean County,McKean County,All ages,County,McKean County,McKean County,2.97,0.23236514522821577
POINT (-87.70333 36.304687),Houston County,Houston County,All ages,County,Houston County,Houston County,2.97,0.23236514522821577
POINT (-83.296406 36.215973),Hamblen County,Hamblen County,All ages,County,Hamblen County,Hamblen County,2.97,0.23236514522821577
POINT (-76.414247 37.890865),Northumberland County,Northumberland County,All ages,County,Northumberland County,Northumberland County,2.97,0.23236514522821577
POINT (-97.288696 34.735648),Garvin County,Garvin County,All ages,County,Garvin County,Garvin County,2.97,0.23236514522821577
POINT (-89.007903 34.484262),Union County,Union County,All ages,County,Union County,Union County,2.97,0.23236514522821577
POINT (-85.708901 40.11412),Madison County,Madison County,All ages,County,Madison County,Madison County,2.97,0.23236514522821577
POINT (-78.236901 41.502183),Cameron County,Cameron County,All ages,County,Cameron County,Cameron County,2.97,0.23236514522821577
POINT (-92.17499 41.325439),Keokuk County,Keokuk County,All ages,County,Keokuk County,Keokuk County,2.97,0.23236514522821577
POINT (-91.055531 31.714659),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,2.96,0.22821576763485468
POINT (-97.171313 31.541318),McLennan County,McLennan County,All ages,County,McLennan County,McLennan County,2.96,0.22821576763485468
POINT (-97.556998 26.045736),Cameron County,Cameron County,All ages,County,Cameron County,Cameron County,2.96,0.22821576763485468
POINT (-83.480342 32.275344),Pulaski County,Pulaski County,All ages,County,Pulaski County,Pulaski County,2.96,0.22821576763485468
POINT (-89.782239 43.944401),Adams County,Adams County,All ages,County,Adams County,Adams County,2.96,0.22821576763485468
POINT (-75.149708 44.651458),St. Lawrence County,St. Lawrence County,All ages,County,St. Lawrence County,St. Lawrence County,2.96,0.22821576763485468
POINT (-81.752026 28.735689),Lake County,Lake County,All ages,County,Lake County,Lake County,2.96,0.22821576763485468
POINT (-100.374241 39.047631),Gove County,Gove County,All ages,County,Gove County,Gove County,2.96,0.22821576763485468
POINT (-103.443746 46.411465),Slope County,Slope County,All ages,County,Slope County,Slope County,2.96,0.22821576763485468
POINT (-93.3083 37.193837),Greene County,Greene County,All ages,County,Greene County,Greene County,2.96,0.22821576763485468
POINT (-81.486488 31.202698),Glynn County,Glynn County,All ages,County,Glynn County,Glynn County,2.95,0.22406639004149378
POINT (-93.829944 37.415613),Dade County,Dade County,All ages,County,Dade County,Dade County,2.95,0.22406639004149378
POINT (-85.401962 40.20517),Delaware County,Delaware County,All ages,County,Delaware County,Delaware County,2.95,0.22406639004149378
POINT (-95.695267 41.04967),Mills County,Mills County,All ages,County,Mills County,Mills County,2.95,0.22406639004149378
POINT (-104.203904 47.718572),Richland County,Richland County,All ages,County,Richland County,Richland County,2.95,0.22406639004149378
POINT (-85.838617 35.966234),DeKalb County,DeKalb County,All ages,County,DeKalb County,DeKalb County,2.95,0.22406639004149378
POINT (-82.472355 35.34095),Henderson County,Henderson County,All ages,County,Henderson County,Henderson County,2.95,0.22406639004149378
POINT (-88.806904 45.561305),Forest County,Forest County,All ages,County,Forest County,Forest County,2.95,0.22406639004149378
POINT (-118.390182 46.077821),Walla Walla County,Walla Walla County,All ages,County,Walla Walla County,Walla Walla County,2.95,0.22406639004149378
POINT (-89.948329 30.383308),St. Tammany Parish,St. Tammany Parish,All ages,County,St. Tammany Parish,St. Tammany Parish,2.95,0.22406639004149378
POINT (-89.22596 44.10115),Waushara County,Waushara County,All ages,County,Waushara County,Waushara County,2.95,0.22406639004149378
POINT (-89.857097 37.713672),Perry County,Perry County,All ages,County,Perry County,Perry County,2.95,0.22406639004149378
POINT (-79.165807 37.25795),Campbell County,Campbell County,All ages,County,Campbell County,Campbell County,2.95,0.22406639004149378
POINT (-92.103757 32.078215),Caldwell Parish,Caldwell Parish,All ages,County,Caldwell Parish,Caldwell Parish,2.94,0.2199170124481327
POINT (-80.336921 41.263653),Mercer County,Mercer County,All ages,County,Mercer County,Mercer County,2.94,0.2199170124481327
POINT (-91.767388 35.243736),White County,White County,All ages,County,White County,White County,2.94,0.2199170124481327
POINT (-87.748024 39.00569),Crawford County,Crawford County,All ages,County,Crawford County,Crawford County,2.94,0.2199170124481327
POINT (-96.046864 31.29928),Leon County,Leon County,All ages,County,Leon County,Leon County,2.94,0.2199170124481327
POINT (-81.407579 31.47526),McIntosh County,McIntosh County,All ages,County,McIntosh County,McIntosh County,2.94,0.2199170124481327
POINT (-99.897993 34.694761),Harmon County,Harmon County,All ages,County,Harmon County,Harmon County,2.94,0.2199170124481327
POINT (-122.959618 44.554621),Linn County,Linn County,All ages,County,Linn County,Linn County,2.94,0.2199170124481327
POINT (-72.07512 44.467875),Caledonia County,Caledonia County,All ages,County,Caledonia County,Caledonia County,2.94,0.2199170124481327
POINT (-124.087189 40.752982),Humboldt County,Humboldt County,All ages,County,Humboldt County,Humboldt County,2.93,0.21576763485477177
POINT (-108.220647 36.72194),San Juan County,San Juan County,All ages,County,San Juan County,San Juan County,2.93,0.21576763485477177
POINT (-93.765606 38.056009),St. Clair County,St. Clair County,All ages,County,St. Clair County,St. Clair County,2.93,0.21576763485477177
POINT (-76.619614 39.314892),Baltimore city,Baltimore city,All ages,County,Baltimore city,Baltimore city,2.93,0.21576763485477177
POINT (-74.216402 40.768705),Essex County,Essex County,All ages,County,Essex County,Essex County,2.93,0.21576763485477177
POINT (-104.309448 46.358863),Fallon County,Fallon County,All ages,County,Fallon County,Fallon County,2.93,0.21576763485477177
POINT (-97.50357 29.476703),Gonzales County,Gonzales County,All ages,County,Gonzales County,Gonzales County,2.93,0.21576763485477177
POINT (-97.746735 43.336046),Hutchinson County,Hutchinson County,All ages,County,Hutchinson County,Hutchinson County,2.92,0.21161825726141067
POINT (-84.997064 40.168573),Randolph County,Randolph County,All ages,County,Randolph County,Randolph County,2.92,0.21161825726141067
POINT (-82.727651 27.899794),Pinellas County,Pinellas County,All ages,County,Pinellas County,Pinellas County,2.92,0.21161825726141067
POINT (-86.132959 40.470704),Howard County,Howard County,All ages,County,Howard County,Howard County,2.92,0.21161825726141067
POINT (-86.073933 40.730651),Miami County,Miami County,All ages,County,Miami County,Miami County,2.92,0.21161825726141067
POINT (-89.122632 35.789488),Crockett County,Crockett County,All ages,County,Crockett County,Crockett County,2.92,0.21161825726141067
POINT (-80.336662 40.986592),Lawrence County,Lawrence County,All ages,County,Lawrence County,Lawrence County,2.92,0.21161825726141067
POINT (-87.291433 40.575066),Benton County,Benton County,All ages,County,Benton County,Benton County,2.92,0.21161825726141067
POINT (-87.227997 39.758327),Parke County,Parke County,All ages,County,Parke County,Parke County,2.92,0.21161825726141067
POINT (-85.190875 37.738655),Washington County,Washington County,All ages,County,Washington County,Washington County,2.92,0.21161825726141067
POINT (-83.663357 32.571603),Houston County,Houston County,All ages,County,Houston County,Houston County,2.92,0.21161825726141067
POINT (-76.526197 41.829722),Bradford County,Bradford County,All ages,County,Bradford County,Bradford County,2.92,0.21161825726141067
POINT (-105.381557 38.134216),Custer County,Custer County,All ages,County,Custer County,Custer County,2.92,0.21161825726141067
POINT (-122.177491 39.663418),Glenn County,Glenn County,All ages,County,Glenn County,Glenn County,2.92,0.21161825726141067
POINT (-93.099344 36.267871),Boone County,Boone County,All ages,County,Boone County,Boone County,2.92,0.21161825726141067
POINT (-114.899744 47.185566),Mineral County,Mineral County,All ages,County,Mineral County,Mineral County,2.91,0.20746887966804978
POINT (-117.810545 48.279486),Stevens County,Stevens County,All ages,County,Stevens County,Stevens County,2.91,0.20746887966804978
POINT (-74.985987 41.302232),Pike County,Pike County,All ages,County,Pike County,Pike County,2.91,0.20746887966804978
POINT (-92.172553 31.730558),La Salle Parish,La Salle Parish,All ages,County,La Salle Parish,La Salle Parish,2.91,0.20746887966804978
POINT (-75.929184 41.199679),Luzerne County,Luzerne County,All ages,County,Luzerne County,Luzerne County,2.91,0.20746887966804978
POINT (-103.563682 48.199801),Williams County,Williams County,All ages,County,Williams County,Williams County,2.91,0.20746887966804978
POINT (-119.469973 47.141696),Grant County,Grant County,All ages,County,Grant County,Grant County,2.91,0.20746887966804978
POINT (-86.423444 38.313435),Crawford County,Crawford County,All ages,County,Crawford County,Crawford County,2.91,0.20746887966804978
POINT (-83.129156 40.58206),Marion County,Marion County,All ages,County,Marion County,Marion County,2.91,0.20746887966804978
POINT (-83.33214 32.401368),Bleckley County,Bleckley County,All ages,County,Bleckley County,Bleckley County,2.91,0.20746887966804978
POINT (-87.034955 32.408815),Dallas County,Dallas County,All ages,County,Dallas County,Dallas County,2.91,0.20746887966804978
POINT (-98.946914 40.187621),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,2.91,0.20746887966804978
POINT (-81.541827 40.016788),Guernsey County,Guernsey County,All ages,County,Guernsey County,Guernsey County,2.9,0.20331950207468868
POINT (-116.950462 46.394126),Nez Perce County,Nez Perce County,All ages,County,Nez Perce County,Nez Perce County,2.9,0.20331950207468868
POINT (-118.294549 40.34344),Pershing County,Pershing County,All ages,County,Pershing County,Pershing County,2.9,0.20331950207468868
POINT (-79.162438 39.061384),Grant County,Grant County,All ages,County,Grant County,Grant County,2.9,0.20331950207468868
POINT (-80.925137 39.508846),Tyler County,Tyler County,All ages,County,Tyler County,Tyler County,2.9,0.20331950207468868
POINT (-102.542123 32.32166),Andrews County,Andrews County,All ages,County,Andrews County,Andrews County,2.9,0.20331950207468868
POINT (-80.763589 36.712893),Carroll County,Carroll County,All ages,County,Carroll County,Carroll County,2.9,0.20331950207468868
POINT (-80.72175 39.287426),Doddridge County,Doddridge County,All ages,County,Doddridge County,Doddridge County,2.9,0.20331950207468868
POINT (-92.165923 29.993689),Vermilion Parish,Vermilion Parish,All ages,County,Vermilion Parish,Vermilion Parish,2.9,0.20331950207468868
POINT (-92.979269 40.480842),Putnam County,Putnam County,All ages,County,Putnam County,Putnam County,2.9,0.20331950207468868
POINT (-79.676099 39.495471),Preston County,Preston County,All ages,County,Preston County,Preston County,2.89,0.1991701244813278
POINT (-80.521966 35.620395),Rowan County,Rowan County,All ages,County,Rowan County,Rowan County,2.89,0.1991701244813278
POINT (-86.022066 36.535537),Macon County,Macon County,All ages,County,Macon County,Macon County,2.89,0.1991701244813278
POINT (-89.918375 33.458389),Carroll County,Carroll County,All ages,County,Carroll County,Carroll County,2.89,0.1991701244813278
POINT (-84.172094 31.216853),Mitchell County,Mitchell County,All ages,County,Mitchell County,Mitchell County,2.89,0.1991701244813278
POINT (-84.740485 42.64387),Eaton County,Eaton County,All ages,County,Eaton County,Eaton County,2.89,0.1991701244813278
POINT (-84.287451 37.70616),Madison County,Madison County,All ages,County,Madison County,Madison County,2.89,0.1991701244813278
POINT (-87.551819 37.996062),Vanderburgh County,Vanderburgh County,All ages,County,Vanderburgh County,Vanderburgh County,2.88,0.1950207468879667
POINT (-102.921099 31.565078),Ward County,Ward County,All ages,County,Ward County,Ward County,2.88,0.1950207468879667
POINT (-98.824959 38.904508),Russell County,Russell County,All ages,County,Russell County,Russell County,2.88,0.1950207468879667
POINT (-107.625859 40.515239),Moffat County,Moffat County,All ages,County,Moffat County,Moffat County,2.88,0.1950207468879667
POINT (-99.784141 36.265997),Ellis County,Ellis County,All ages,County,Ellis County,Ellis County,2.88,0.1950207468879667
POINT (-86.992172 39.052316),Greene County,Greene County,All ages,County,Greene County,Greene County,2.88,0.1950207468879667
POINT (-85.715007 32.425739),Macon County,Macon County,All ages,County,Macon County,Macon County,2.88,0.1950207468879667
POINT (-89.829694 31.244447),Marion County,Marion County,All ages,County,Marion County,Marion County,2.88,0.1950207468879667
POINT (-97.606733 38.815777),Saline County,Saline County,All ages,County,Saline County,Saline County,2.88,0.1950207468879667
POINT (-89.823253 41.780798),Whiteside County,Whiteside County,All ages,County,Whiteside County,Whiteside County,2.87,0.19087136929460577
POINT (-81.202571 26.705392),Hendry County,Hendry County,All ages,County,Hendry County,Hendry County,2.87,0.19087136929460577
POINT (-80.730264 40.777774),Columbiana County,Columbiana County,All ages,County,Columbiana County,Columbiana County,2.87,0.19087136929460577
POINT (-76.626254 36.116754),Chowan County,Chowan County,All ages,County,Chowan County,Chowan County,2.87,0.19087136929460577
POINT (-93.78126 41.036835),Clarke County,Clarke County,All ages,County,Clarke County,Clarke County,2.87,0.19087136929460577
POINT (-79.44678 35.244618),Moore County,Moore County,All ages,County,Moore County,Moore County,2.86,0.1867219917012447
