geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-76.936518 36.678687),Franklin city,Franklin city,All ages,County,Franklin city,Franklin city,2.18,-0.09543568464730288
POINT (-92.311226 47.085203),St. Louis County,St. Louis County,All ages,County,St. Louis County,St. Louis County,2.18,-0.09543568464730288
POINT (-88.99771017799 40.485010283),Illinois,Illinois,All ages,State,Illinois,Illinois,2.17,-0.09958506224066398
POINT (-122.632791 47.613056),Kitsap County,Kitsap County,All ages,County,Kitsap County,Kitsap County,2.17,-0.09958506224066398
POINT (-85.487085 40.870224),Huntington County,Huntington County,All ages,County,Huntington County,Huntington County,2.17,-0.09958506224066398
POINT (-81.319338 41.685888),Lake County,Lake County,All ages,County,Lake County,Lake County,2.17,-0.09958506224066398
POINT (-94.700868 42.745402),Pocahontas County,Pocahontas County,All ages,County,Pocahontas County,Pocahontas County,2.17,-0.09958506224066398
POINT (-75.359106 43.147454),Oneida County,Oneida County,All ages,County,Oneida County,Oneida County,2.17,-0.09958506224066398
POINT (-102.737454 33.687756),Cochran County,Cochran County,All ages,County,Cochran County,Cochran County,2.17,-0.09958506224066398
POINT (-109.4244206449 47.066528972),Montana,Montana,All ages,State,Montana,Montana,2.17,-0.09958506224066398
POINT (-78.871691 37.810028),Nelson County,Nelson County,All ages,County,Nelson County,Nelson County,2.17,-0.09958506224066398
POINT (-84.487816 42.68888),Ingham County,Ingham County,All ages,County,Ingham County,Ingham County,2.17,-0.09958506224066398
POINT (-78.881937 39.037706),Hardy County,Hardy County,All ages,County,Hardy County,Hardy County,2.17,-0.09958506224066398
POINT (-122.085557 39.156148),Colusa County,Colusa County,All ages,County,Colusa County,Colusa County,2.17,-0.09958506224066398
POINT (-89.39393 38.359407),Washington County,Washington County,All ages,County,Washington County,Washington County,2.17,-0.09958506224066398
POINT (-72.717282 41.761943),Hartford County,Hartford County,All ages,County,Hartford County,Hartford County,2.16,-0.10373443983402489
POINT (-94.203466 33.436159),Bowie County,Bowie County,All ages,County,Bowie County,Bowie County,2.16,-0.10373443983402489
POINT (-95.79515 41.278533),Pottawattamie County,Pottawattamie County,All ages,County,Pottawattamie County,Pottawattamie County,2.16,-0.10373443983402489
POINT (-98.576202 29.034632),Atascosa County,Atascosa County,All ages,County,Atascosa County,Atascosa County,2.16,-0.10373443983402489
POINT (-84.076961 41.358702),Henry County,Henry County,All ages,County,Henry County,Henry County,2.16,-0.10373443983402489
POINT (-91.824471 31.696936),Catahoula Parish,Catahoula Parish,All ages,County,Catahoula Parish,Catahoula Parish,2.16,-0.10373443983402489
POINT (-121.925675 45.691397),Skamania County,Skamania County,All ages,County,Skamania County,Skamania County,2.16,-0.10373443983402489
POINT (-76.796622 40.306988),Dauphin County,Dauphin County,All ages,County,Dauphin County,Dauphin County,2.16,-0.10373443983402489
POINT (-117.357474 34.190248),San Bernardino County,San Bernardino County,All ages,County,San Bernardino County,San Bernardino County,2.16,-0.10373443983402489
POINT (-122.321646 38.329075),Napa County,Napa County,All ages,County,Napa County,Napa County,2.16,-0.10373443983402489
POINT (-89.978538 46.435975),Gogebic County,Gogebic County,All ages,County,Gogebic County,Gogebic County,2.16,-0.10373443983402489
POINT (-97.582307 48.789947),Pembina County,Pembina County,All ages,County,Pembina County,Pembina County,2.16,-0.10373443983402489
POINT (-74.21461 39.973657),Ocean County,Ocean County,All ages,County,Ocean County,Ocean County,2.16,-0.10373443983402489
POINT (-65.81 18.15),Humacao Municipality,Humacao Municipality,All ages,County,Humacao Municipality,Humacao Municipality,2.15,-0.10788381742738598
POINT (-93.624487 45.794231),Mille Lacs County,Mille Lacs County,All ages,County,Mille Lacs County,Mille Lacs County,2.15,-0.10788381742738598
POINT (-110.875445 46.526827),Meagher County,Meagher County,All ages,County,Meagher County,Meagher County,2.15,-0.10788381742738598
POINT (-77.847656 39.315195),Jefferson County,Jefferson County,All ages,County,Jefferson County,Jefferson County,2.15,-0.10788381742738598
POINT (-120.775729 38.394208),Amador County,Amador County,All ages,County,Amador County,Amador County,2.15,-0.10788381742738598
POINT (-89.490882 45.708051),Oneida County,Oneida County,All ages,County,Oneida County,Oneida County,2.15,-0.10788381742738598
POINT (-80.298888 25.774565),Miami-Dade County,Miami-Dade County,All ages,County,Miami-Dade County,Miami-Dade County,2.15,-0.10788381742738598
POINT (-84.965686 34.792742),Whitfield County,Whitfield County,All ages,County,Whitfield County,Whitfield County,2.15,-0.10788381742738598
POINT (-92.418385 41.016218),Wapello County,Wapello County,All ages,County,Wapello County,Wapello County,2.15,-0.10788381742738598
POINT (-87.608759 34.866179),Lauderdale County,Lauderdale County,All ages,County,Lauderdale County,Lauderdale County,2.15,-0.10788381742738598
POINT (-77.448892 38.772139),Manassas Park city,Manassas Park city,All ages,County,Manassas Park city,Manassas Park city,2.15,-0.10788381742738598
POINT (-101.771547 34.531837),Swisher County,Swisher County,All ages,County,Swisher County,Swisher County,2.15,-0.10788381742738598
POINT (-86.016123 44.650382),Benzie County,Benzie County,All ages,County,Benzie County,Benzie County,2.15,-0.10788381742738598
POINT (-123.397227 39.285329),Mendocino County,Mendocino County,All ages,County,Mendocino County,Mendocino County,2.15,-0.10788381742738598
POINT (-88.882358 37.474558),Johnson County,Johnson County,All ages,County,Johnson County,Johnson County,2.15,-0.10788381742738598
POINT (-87.762381 30.548923),Baldwin County,Baldwin County,All ages,County,Baldwin County,Baldwin County,2.15,-0.10788381742738598
POINT (-78.9062 35.989801),Durham County,Durham County,All ages,County,Durham County,Durham County,2.15,-0.10788381742738598
POINT (-104.758477 38.873669),El Paso County,El Paso County,All ages,County,El Paso County,El Paso County,2.15,-0.10788381742738598
POINT (-94.959302 39.238518),Leavenworth County,Leavenworth County,All ages,County,Leavenworth County,Leavenworth County,2.14,-0.11203319502074689
POINT (-82.423893 27.208205),Sarasota County,Sarasota County,All ages,County,Sarasota County,Sarasota County,2.14,-0.11203319502074689
POINT (-87.582124 45.341048),Menominee County,Menominee County,All ages,County,Menominee County,Menominee County,2.14,-0.11203319502074689
POINT (-78.124495 38.692393),Rappahannock County,Rappahannock County,All ages,County,Rappahannock County,Rappahannock County,2.14,-0.11203319502074689
POINT (-116.302851 48.705964),Boundary County,Boundary County,All ages,County,Boundary County,Boundary County,2.14,-0.11203319502074689
POINT (-84.366796 33.103227),Pike County,Pike County,All ages,County,Pike County,Pike County,2.14,-0.11203319502074689
POINT (-84.608214 40.115612),Darke County,Darke County,All ages,County,Darke County,Darke County,2.14,-0.11203319502074689
POINT (-98.531305 43.694057),Aurora County,Aurora County,All ages,County,Aurora County,Aurora County,2.14,-0.11203319502074689
POINT (-84.934317 40.753767),Adams County,Adams County,All ages,County,Adams County,Adams County,2.14,-0.11203319502074689
POINT (-84.052388 41.925187),Lenawee County,Lenawee County,All ages,County,Lenawee County,Lenawee County,2.14,-0.11203319502074689
POINT (-87.494598 46.486961),Marquette County,Marquette County,All ages,County,Marquette County,Marquette County,2.14,-0.11203319502074689
POINT (-81.178511 35.485027),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,2.14,-0.11203319502074689
POINT (-84.020894 33.642043),Rockdale County,Rockdale County,All ages,County,Rockdale County,Rockdale County,2.14,-0.11203319502074689
POINT (-76.145474 42.59613),Cortland County,Cortland County,All ages,County,Cortland County,Cortland County,2.14,-0.11203319502074689
POINT (-97.02001 40.578252),Saline County,Saline County,All ages,County,Saline County,Saline County,2.13,-0.11618257261410798
POINT (-75.57774116799 39.008830667),Delaware,Delaware,All ages,State,Delaware,Delaware,2.13,-0.11618257261410798
POINT (-84.500267 39.410684),Butler County,Butler County,All ages,County,Butler County,Butler County,2.13,-0.11618257261410798
POINT (-83.442318 38.194616),Rowan County,Rowan County,All ages,County,Rowan County,Rowan County,2.13,-0.11618257261410798
POINT (-95.807433 41.662391),Harrison County,Harrison County,All ages,County,Harrison County,Harrison County,2.13,-0.11618257261410798
POINT (-102.658431 32.760539),Gaines County,Gaines County,All ages,County,Gaines County,Gaines County,2.13,-0.11618257261410798
POINT (-94.423526 38.746895),Cass County,Cass County,All ages,County,Cass County,Cass County,2.13,-0.11618257261410798
POINT (-87.800246 39.351007),Clark County,Clark County,All ages,County,Clark County,Clark County,2.13,-0.11618257261410798
POINT (-84.175416 33.475842),Henry County,Henry County,All ages,County,Henry County,Henry County,2.13,-0.11618257261410798
POINT (-115.518595 40.870907),Elko County,Elko County,All ages,County,Elko County,Elko County,2.13,-0.11618257261410798
POINT (-78.019297 42.228245),Allegany County,Allegany County,All ages,County,Allegany County,Allegany County,2.13,-0.11618257261410798
POINT (-118.638693 38.590037),Mineral County,Mineral County,All ages,County,Mineral County,Mineral County,2.12,-0.12033195020746888
POINT (-84.248029 33.789813),DeKalb County,DeKalb County,All ages,County,DeKalb County,DeKalb County,2.12,-0.12033195020746888
POINT (-99.830993 40.592124),Gosper County,Gosper County,All ages,County,Gosper County,Gosper County,2.12,-0.12033195020746888
POINT (-79.979214 32.822801),Charleston County,Charleston County,All ages,County,Charleston County,Charleston County,2.12,-0.12033195020746888
POINT (-80.52158 35.929813),Davie County,Davie County,All ages,County,Davie County,Davie County,2.12,-0.12033195020746888
POINT (-80.302592 40.684545),Beaver County,Beaver County,All ages,County,Beaver County,Beaver County,2.12,-0.12033195020746888
POINT (-76.313145 43.391821),Oswego County,Oswego County,All ages,County,Oswego County,Oswego County,2.12,-0.12033195020746888
POINT (-71.953268 43.838874),Grafton County,Grafton County,All ages,County,Grafton County,Grafton County,2.12,-0.12033195020746888
POINT (-98.021089 40.878695),Hamilton County,Hamilton County,All ages,County,Hamilton County,Hamilton County,2.12,-0.12033195020746888
POINT (-86.00994 42.260692),Van Buren County,Van Buren County,All ages,County,Van Buren County,Van Buren County,2.12,-0.12033195020746888
POINT (-96.571016 41.199571),Saunders County,Saunders County,All ages,County,Saunders County,Saunders County,2.12,-0.12033195020746888
POINT (-85.503295 36.163405),Putnam County,Putnam County,All ages,County,Putnam County,Putnam County,2.12,-0.12033195020746888
POINT (-94.741728 29.801262),Chambers County,Chambers County,All ages,County,Chambers County,Chambers County,2.12,-0.12033195020746888
POINT (-75.016426 40.795162),Warren County,Warren County,All ages,County,Warren County,Warren County,2.12,-0.12033195020746888
POINT (-92.043759 30.205215),Lafayette Parish,Lafayette Parish,All ages,County,Lafayette Parish,Lafayette Parish,2.11,-0.12448132780082997
POINT (-86.273082 41.347248),Marshall County,Marshall County,All ages,County,Marshall County,Marshall County,2.11,-0.12448132780082997
POINT (-81.86512 40.290804),Coshocton County,Coshocton County,All ages,County,Coshocton County,Coshocton County,2.11,-0.12448132780082997
POINT (-79.861232 37.016004),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,2.11,-0.12448132780082997
POINT (-87.352574 38.012884),Warrick County,Warrick County,All ages,County,Warrick County,Warrick County,2.11,-0.12448132780082997
POINT (-72.61616 42.95631),Windham County,Windham County,All ages,County,Windham County,Windham County,2.11,-0.12448132780082997
POINT (-85.115158 45.247029),Charlevoix County,Charlevoix County,All ages,County,Charlevoix County,Charlevoix County,2.11,-0.12448132780082997
POINT (-76.19176 36.36267),Camden County,Camden County,All ages,County,Camden County,Camden County,2.11,-0.12448132780082997
POINT (-91.431802 32.816551),West Carroll Parish,West Carroll Parish,All ages,County,West Carroll Parish,West Carroll Parish,2.11,-0.12448132780082997
POINT (-84.496639 38.020523),Fayette County,Fayette County,All ages,County,Fayette County,Fayette County,2.11,-0.12448132780082997
POINT (-68.98503133599 45.254228894),Maine,Maine,All ages,State,Maine,Maine,2.1,-0.1286307053941909
POINT (-82.957388 42.58689),Macomb County,Macomb County,All ages,County,Macomb County,Macomb County,2.1,-0.1286307053941909
POINT (-76.504547 37.601651),Middlesex County,Middlesex County,All ages,County,Middlesex County,Middlesex County,2.1,-0.1286307053941909
POINT (-95.739982 38.247657),Coffey County,Coffey County,All ages,County,Coffey County,Coffey County,2.1,-0.1286307053941909
POINT (-75.320519 40.699705),Northampton County,Northampton County,All ages,County,Northampton County,Northampton County,2.1,-0.1286307053941909
POINT (-85.824125 39.811662),Hancock County,Hancock County,All ages,County,Hancock County,Hancock County,2.1,-0.1286307053941909
POINT (-93.570816 36.373069),Carroll County,Carroll County,All ages,County,Carroll County,Carroll County,2.1,-0.1286307053941909
POINT (-88.94788 36.854337),Carlisle County,Carlisle County,All ages,County,Carlisle County,Carlisle County,2.1,-0.1286307053941909
POINT (-95.793598 46.405065),Otter Tail County,Otter Tail County,All ages,County,Otter Tail County,Otter Tail County,2.1,-0.1286307053941909
POINT (-75.936585 39.613824),Cecil County,Cecil County,All ages,County,Cecil County,Cecil County,2.1,-0.1286307053941909
POINT (-77.260129 42.899374),Ontario County,Ontario County,All ages,County,Ontario County,Ontario County,2.1,-0.1286307053941909
POINT (-84.094751 41.5785),Fulton County,Fulton County,All ages,County,Fulton County,Fulton County,2.1,-0.1286307053941909
POINT (-101.392092 35.085722),Armstrong County,Armstrong County,All ages,County,Armstrong County,Armstrong County,2.1,-0.1286307053941909
POINT (-80.227135 26.134058),Broward County,Broward County,All ages,County,Broward County,Broward County,2.1,-0.1286307053941909
POINT (-88.828709 33.449231),Oktibbeha County,Oktibbeha County,All ages,County,Oktibbeha County,Oktibbeha County,2.1,-0.1286307053941909
POINT (-75.908729 40.364226),Berks County,Berks County,All ages,County,Berks County,Berks County,2.09,-0.13278008298755198
POINT (-96.536638 29.661294),Colorado County,Colorado County,All ages,County,Colorado County,Colorado County,2.09,-0.13278008298755198
POINT (-95.088801 42.375805),Sac County,Sac County,All ages,County,Sac County,Sac County,2.09,-0.13278008298755198
POINT (-92.082719 43.692687),Fillmore County,Fillmore County,All ages,County,Fillmore County,Fillmore County,2.09,-0.13278008298755198
POINT (-99.878289 39.820601),Norton County,Norton County,All ages,County,Norton County,Norton County,2.09,-0.13278008298755198
POINT (-96.897998 29.8524),Fayette County,Fayette County,All ages,County,Fayette County,Fayette County,2.09,-0.13278008298755198
POINT (-95.04137 46.524393),Wadena County,Wadena County,All ages,County,Wadena County,Wadena County,2.09,-0.13278008298755198
POINT (-90.126735 42.982704),Iowa County,Iowa County,All ages,County,Iowa County,Iowa County,2.09,-0.13278008298755198
POINT (-73.946182 42.809284),Schenectady County,Schenectady County,All ages,County,Schenectady County,Schenectady County,2.09,-0.13278008298755198
POINT (-96.550934 47.780427),Polk County,Polk County,All ages,County,Polk County,Polk County,2.09,-0.13278008298755198
POINT (-99.512486 35.361391),Beckham County,Beckham County,All ages,County,Beckham County,Beckham County,2.09,-0.13278008298755198
POINT (-112.021955 46.64477),Lewis and Clark County,Lewis and Clark County,All ages,County,Lewis and Clark County,Lewis and Clark County,2.09,-0.13278008298755198
POINT (-71.50036091999 43.655950113),New Hampshire,New Hampshire,All ages,State,New Hampshire,New Hampshire,2.09,-0.13278008298755198
POINT (-89.41107 43.813741),Marquette County,Marquette County,All ages,County,Marquette County,Marquette County,2.09,-0.13278008298755198
POINT (-84.270371 30.466103),Leon County,Leon County,All ages,County,Leon County,Leon County,2.08,-0.13692946058091288
POINT (-84.147237 42.942805),Shiawassee County,Shiawassee County,All ages,County,Shiawassee County,Shiawassee County,2.08,-0.13692946058091288
POINT (-75.54397042699 42.827001032),New York,New York,All ages,State,New York,New York,2.08,-0.13692946058091288
POINT (-94.23852 40.733763),Ringgold County,Ringgold County,All ages,County,Ringgold County,Ringgold County,2.08,-0.13692946058091288
POINT (-77.03196112699 38.890371385),District Of Columbia,District Of Columbia,All ages,State,District Of Columbia,District Of Columbia,2.08,-0.13692946058091288
POINT (-76.058525 39.24506),Kent County,Kent County,All ages,County,Kent County,Kent County,2.08,-0.13692946058091288
POINT (-87.757714 41.865937),Cook County,Cook County,All ages,County,Cook County,Cook County,2.08,-0.13692946058091288
POINT (-90.513417 30.071497),St. John the Baptist Parish,St. John the Baptist Parish,All ages,County,St. John the Baptist Parish,St. John the Baptist Parish,2.08,-0.13692946058091288
POINT (-88.937106 44.432371),Waupaca County,Waupaca County,All ages,County,Waupaca County,Waupaca County,2.08,-0.13692946058091288
POINT (-93.895155 42.026494),Boone County,Boone County,All ages,County,Boone County,Boone County,2.08,-0.13692946058091288
POINT (-92.582446 40.19566),Adair County,Adair County,All ages,County,Adair County,Adair County,2.08,-0.13692946058091288
POINT (-119.025018 34.241989),Ventura County,Ventura County,All ages,County,Ventura County,Ventura County,2.08,-0.13692946058091288
POINT (-89.956695 34.9304),DeSoto County,DeSoto County,All ages,County,DeSoto County,DeSoto County,2.08,-0.13692946058091288
POINT (-86.835611 39.646107),Putnam County,Putnam County,All ages,County,Putnam County,Putnam County,2.08,-0.13692946058091288
POINT (-85.070265 39.401885),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,2.08,-0.13692946058091288
POINT (-117.222011 48.286333),Pend Oreille County,Pend Oreille County,All ages,County,Pend Oreille County,Pend Oreille County,2.08,-0.13692946058091288
POINT (-105.140532 38.94355),Teller County,Teller County,All ages,County,Teller County,Teller County,2.08,-0.13692946058091288
POINT (-83.985913 35.973839),Knox County,Knox County,All ages,County,Knox County,Knox County,2.08,-0.13692946058091288
POINT (-102.322856 45.711883),Perkins County,Perkins County,All ages,County,Perkins County,Perkins County,2.07,-0.14107883817427397
POINT (-108.490425 46.417552),Musselshell County,Musselshell County,All ages,County,Musselshell County,Musselshell County,2.07,-0.14107883817427397
POINT (-96.316121 39.258473),Pottawatomie County,Pottawatomie County,All ages,County,Pottawatomie County,Pottawatomie County,2.07,-0.14107883817427397
POINT (-76.750832 39.942113),York County,York County,All ages,County,York County,York County,2.07,-0.14107883817427397
POINT (-92.231027 43.361616),Howard County,Howard County,All ages,County,Howard County,Howard County,2.07,-0.14107883817427397
POINT (-108.244578 44.629497),Big Horn County,Big Horn County,All ages,County,Big Horn County,Big Horn County,2.07,-0.14107883817427397
POINT (-75.634376 39.68502),New Castle County,New Castle County,All ages,County,New Castle County,New Castle County,2.07,-0.14107883817427397
POINT (-104.625297 44.432535),Crook County,Crook County,All ages,County,Crook County,Crook County,2.07,-0.14107883817427397
POINT (-90.168495 37.939468),Ste. Genevieve County,Ste. Genevieve County,All ages,County,Ste. Genevieve County,Ste. Genevieve County,2.07,-0.14107883817427397
POINT (-83.061783 43.833604),Huron County,Huron County,All ages,County,Huron County,Huron County,2.07,-0.14107883817427397
POINT (-79.851418 37.448222),Botetourt County,Botetourt County,All ages,County,Botetourt County,Botetourt County,2.07,-0.14107883817427397
POINT (-85.902794 39.216785),Bartholomew County,Bartholomew County,All ages,County,Bartholomew County,Bartholomew County,2.07,-0.14107883817427397
POINT (-93.840082 39.056329),Lafayette County,Lafayette County,All ages,County,Lafayette County,Lafayette County,2.06,-0.1452282157676349
POINT (-90.640636 43.942291),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,2.06,-0.1452282157676349
POINT (-79.959809 39.636196),Monongalia County,Monongalia County,All ages,County,Monongalia County,Monongalia County,2.06,-0.1452282157676349
POINT (-89.256098 42.028653),Ogle County,Ogle County,All ages,County,Ogle County,Ogle County,2.06,-0.1452282157676349
POINT (-97.461692 42.003908),Madison County,Madison County,All ages,County,Madison County,Madison County,2.06,-0.1452282157676349
POINT (-83.779471 40.383676),Logan County,Logan County,All ages,County,Logan County,Logan County,2.06,-0.1452282157676349
POINT (-75.346649 38.662387),Sussex County,Sussex County,All ages,County,Sussex County,Sussex County,2.06,-0.1452282157676349
POINT (-85.584896 42.26348),Kalamazoo County,Kalamazoo County,All ages,County,Kalamazoo County,Kalamazoo County,2.06,-0.1452282157676349
POINT (-87.011149 38.015495),Spencer County,Spencer County,All ages,County,Spencer County,Spencer County,2.06,-0.1452282157676349
POINT (-79.989575 37.271414),Roanoke County,Roanoke County,All ages,County,Roanoke County,Roanoke County,2.06,-0.1452282157676349
POINT (-73.833451 40.721294),Queens County,Queens County,All ages,County,Queens County,Queens County,2.06,-0.1452282157676349
POINT (-83.675755 40.689386),Hardin County,Hardin County,All ages,County,Hardin County,Hardin County,2.06,-0.1452282157676349
POINT (-94.925302 41.676829),Audubon County,Audubon County,All ages,County,Audubon County,Audubon County,2.06,-0.1452282157676349
POINT (-99.909039 45.076727),Potter County,Potter County,All ages,County,Potter County,Potter County,2.06,-0.1452282157676349
POINT (-97.780795 43.658195),Hanson County,Hanson County,All ages,County,Hanson County,Hanson County,2.06,-0.1452282157676349
POINT (-91.537058 40.981343),Henry County,Henry County,All ages,County,Henry County,Henry County,2.06,-0.1452282157676349
POINT (-100.1184210489 47.475319779),North Dakota,North Dakota,All ages,State,North Dakota,North Dakota,2.06,-0.1452282157676349
POINT (-78.607656 42.224267),Cattaraugus County,Cattaraugus County,All ages,County,Cattaraugus County,Cattaraugus County,2.06,-0.1452282157676349
POINT (-82.386845 29.665903),Alachua County,Alachua County,All ages,County,Alachua County,Alachua County,2.05,-0.14937759336099599
POINT (-95.687072 31.776143),Anderson County,Anderson County,All ages,County,Anderson County,Anderson County,2.05,-0.14937759336099599
POINT (-94.415763 46.814565),Cass County,Cass County,All ages,County,Cass County,Cass County,2.05,-0.14937759336099599
POINT (-99.040279 47.461156),Foster County,Foster County,All ages,County,Foster County,Foster County,2.05,-0.14937759336099599
POINT (-109.249493 45.613806),Stillwater County,Stillwater County,All ages,County,Stillwater County,Stillwater County,2.05,-0.14937759336099599
POINT (-83.485782 41.900249),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,2.05,-0.14937759336099599
POINT (-76.167442 43.067188),Onondaga County,Onondaga County,All ages,County,Onondaga County,Onondaga County,2.05,-0.14937759336099599
POINT (-120.4700107899 47.522278629),Washington,Washington,All ages,State,Washington,Washington,2.05,-0.14937759336099599
POINT (-91.455661 39.740805),Marion County,Marion County,All ages,County,Marion County,Marion County,2.05,-0.14937759336099599
POINT (-90.783551 46.470378),Ashland County,Ashland County,All ages,County,Ashland County,Ashland County,2.05,-0.14937759336099599
POINT (-79.966538 40.446249),Allegheny County,Allegheny County,All ages,County,Allegheny County,Allegheny County,2.05,-0.14937759336099599
POINT (-77.619988 43.161503),Monroe County,Monroe County,All ages,County,Monroe County,Monroe County,2.04,-0.15352697095435688
POINT (-90.999826 38.432966),Franklin County,Franklin County,All ages,County,Franklin County,Franklin County,2.04,-0.15352697095435688
POINT (-81.996883 39.961284),Muskingum County,Muskingum County,All ages,County,Muskingum County,Muskingum County,2.04,-0.15352697095435688
POINT (-87.926109 42.734943),Racine County,Racine County,All ages,County,Racine County,Racine County,2.04,-0.15352697095435688
POINT (-77.320329 42.266288),Steuben County,Steuben County,All ages,County,Steuben County,Steuben County,2.04,-0.15352697095435688
POINT (-93.770312 38.757209),Johnson County,Johnson County,All ages,County,Johnson County,Johnson County,2.04,-0.15352697095435688
POINT (-121.380861 38.56895),Sacramento County,Sacramento County,All ages,County,Sacramento County,Sacramento County,2.04,-0.15352697095435688
POINT (-71.586214 43.246442),Merrimack County,Merrimack County,All ages,County,Merrimack County,Merrimack County,2.04,-0.15352697095435688
POINT (-81.699625 26.199831),Collier County,Collier County,All ages,County,Collier County,Collier County,2.04,-0.15352697095435688
POINT (-94.511487 43.665285),Martin County,Martin County,All ages,County,Martin County,Martin County,2.04,-0.15352697095435688
POINT (-74.27369128799 40.130570048),New Jersey,New Jersey,All ages,State,New Jersey,New Jersey,2.04,-0.15352697095435688
POINT (-86.737978 33.290719),Shelby County,Shelby County,All ages,County,Shelby County,Shelby County,2.04,-0.15352697095435688
POINT (-114.598663 32.65004),Yuma County,Yuma County,All ages,County,Yuma County,Yuma County,2.04,-0.15352697095435688
POINT (-90.901558 44.320474),Jackson County,Jackson County,All ages,County,Jackson County,Jackson County,2.04,-0.15352697095435688
POINT (-149.793182 61.192232),Anchorage Municipality,Anchorage Municipality,All ages,County,Anchorage Municipality,Anchorage Municipality,2.04,-0.15352697095435688
POINT (-78.483454 37.582102),Buckingham County,Buckingham County,All ages,County,Buckingham County,Buckingham County,2.04,-0.15352697095435688
POINT (-114.644504 37.6903),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,2.04,-0.15352697095435688
POINT (-86.410471 37.770382),Breckinridge County,Breckinridge County,All ages,County,Breckinridge County,Breckinridge County,2.03,-0.15767634854771798
POINT (-133.115025 56.812712),Petersburg Borough,Petersburg Borough,All ages,County,Petersburg Borough,Petersburg Borough,2.03,-0.15767634854771798
POINT (-96.238816 43.648101),Rock County,Rock County,All ages,County,Rock County,Rock County,2.03,-0.15767634854771798
POINT (-105.623144 39.311718),Park County,Park County,All ages,County,Park County,Park County,2.03,-0.15767634854771798
POINT (-108.280174 40.051033),Rio Blanco County,Rio Blanco County,All ages,County,Rio Blanco County,Rio Blanco County,2.03,-0.15767634854771798
POINT (-84.55503 42.891278),Clinton County,Clinton County,All ages,County,Clinton County,Clinton County,2.03,-0.15767634854771798
POINT (-82.469866 33.459617),McDuffie County,McDuffie County,All ages,County,McDuffie County,McDuffie County,2.03,-0.15767634854771798
POINT (-102.486935 40.069473),Yuma County,Yuma County,All ages,County,Yuma County,Yuma County,2.03,-0.15767634854771798
POINT (-100.630735 30.562364),Sutton County,Sutton County,All ages,County,Sutton County,Sutton County,2.02,-0.16182572614107887
POINT (-75.238169 38.301936),Worcester County,Worcester County,All ages,County,Worcester County,Worcester County,2.02,-0.16182572614107887
POINT (-81.421504 29.977088),St. Johns County,St. Johns County,All ages,County,St. Johns County,St. Johns County,2.02,-0.16182572614107887
POINT (-96.061471 41.25991),Douglas County,Douglas County,All ages,County,Douglas County,Douglas County,2.02,-0.16182572614107887
POINT (-84.393645 33.836086),Fulton County,Fulton County,All ages,County,Fulton County,Fulton County,2.02,-0.16182572614107887
POINT (-88.895997 41.350798),LaSalle County,LaSalle County,All ages,County,LaSalle County,LaSalle County,2.02,-0.16182572614107887
POINT (-65.73 18.21),Naguabo Municipality,Naguabo Municipality,All ages,County,Naguabo Municipality,Naguabo Municipality,2.02,-0.16182572614107887
POINT (-81.299511 32.291745),Effingham County,Effingham County,All ages,County,Effingham County,Effingham County,2.01,-0.16597510373443997
POINT (-86.097474 38.233745),Harrison County,Harrison County,All ages,County,Harrison County,Harrison County,2.01,-0.16597510373443997
POINT (-77.05673 37.702616),King William County,King William County,All ages,County,King William County,King William County,2.01,-0.16597510373443997
POINT (-100.581777 30.875183),Schleicher County,Schleicher County,All ages,County,Schleicher County,Schleicher County,2.01,-0.16597510373443997
POINT (-90.348008 34.709638),Tunica County,Tunica County,All ages,County,Tunica County,Tunica County,2.01,-0.16597510373443997
POINT (-88.54161 47.12765),Houghton County,Houghton County,All ages,County,Houghton County,Houghton County,2.01,-0.16597510373443997
POINT (-112.776347 38.299707),Beaver County,Beaver County,All ages,County,Beaver County,Beaver County,2.01,-0.16597510373443997
POINT (-78.218884 42.725754),Wyoming County,Wyoming County,All ages,County,Wyoming County,Wyoming County,2.01,-0.16597510373443997
POINT (-80.759806 41.240415),Trumbull County,Trumbull County,All ages,County,Trumbull County,Trumbull County,2.01,-0.16597510373443997
POINT (-94.06079 44.265357),Nicollet County,Nicollet County,All ages,County,Nicollet County,Nicollet County,2.01,-0.16597510373443997
POINT (-76.290855 40.073653),Lancaster County,Lancaster County,All ages,County,Lancaster County,Lancaster County,2.01,-0.16597510373443997
POINT (-84.496595 34.169606),Cherokee County,Cherokee County,All ages,County,Cherokee County,Cherokee County,2.01,-0.16597510373443997
POINT (-71.52247031399 41.708280193),Rhode Island,Rhode Island,All ages,State,Rhode Island,Rhode Island,2.0,-0.1701244813278009
POINT (-139.724878 59.547975),Yakutat city and Borough,Yakutat city and Borough,All ages,County,Yakutat city and Borough,Yakutat city and Borough,2.0,-0.1701244813278009
POINT (-76.620366 39.369252),Baltimore County,Baltimore County,All ages,County,Baltimore County,Baltimore County,2.0,-0.1701244813278009
